PROVIDER NPI,PROVIDER CCN,PROVIDER / ORG NAME,PROVIDER STATE,PROVIDER CITY,PROVIDER  ADDRESS,PROVIDER ZIP 5 CD,PROVIDER ZIP 4 CD,PROVIDER PHONE NUM,PROVIDER PHONE EXT,PROGRAM YEAR,CALC PAYMENT  AMT ($)
1790775229,40134,"ARKANSAS HEART HOSPITAL,LLC",Arkansas,Little Rock,1701 S Shackleford Rd,72211,4335,(501) 219-7301,,2012,"2,445,415.52"
1437222312,40039,ARKANSAS METHODIST HOSPITAL,Arkansas,Paragould,900 W Kingshighway,72450,5942,(870) 239-7000,,2011,"1,591,247.74"
1437222312,40039,ARKANSAS METHODIST HOSPITAL,Arkansas,Paragould,900 W Kingshighway,72450,5942,(870) 239-7000,,2012,"1,279,185.00"
1942260609,40147,"Arkansas Surgical Hospital, LLC",Arkansas,North Little Rock,5201 Northshore Drive,72118,5312,(501) 748-0016,,2011,"1,145,469.12"
1942260609,40147,"Arkansas Surgical Hospital, LLC",Arkansas,North Little Rock,5201 Northshore Drive,72118,5312,(501) 748-0016,,2012,"902,355.30"
1497790042,40036,BAPTIST HEALTH,Arkansas,Little Rock,9601 I-630 Exit 7,72205,,(501) 202-2017,2017,2012,"2,477,009.48"
1043240682,40114,BAPTIST HEALTH,Arkansas,Little Rock,9601 Interstate 630 Exit 7,72205,7202,(501) 202-2017,2017,2013,"3,359,006.46"
1881788933,40027,"BAXTER COUNTY REGIONAL HOSPITAL, INC",Arkansas,Mountain Home,624 Hospital Dr,72653,2955,(870) 508-1000,,2013,"2,680,520.92"
1306826029,41317,Board of Governors of Dallas County Medical Center,Arkansas,Fordyce,201 North Clifton Street,71742,,(870) 352-6363,,2012,"931,339.36"
1194741611,41327,Bradley County Medical Center,Arkansas,WARREN,404 S BRADLEY ST,71671,3459,(870) 226-3731,,2012,"489,203.16"
1235453192,41328,CHICOT MEMORIAL MEDICAL CENTER,Arkansas,Lake Village,2729 S Highway 65 82,71653,6136,(870) 265-5351,,2012,"1,157,060.63"
1235169822,40042,CRITTENDEN HOSPITAL ASSOCIATION,Arkansas,West Memphis,200 W Tyler Ave,72301,4223,(870) 735-1500,1045,2011,"1,743,701.28"
1235169822,40042,CRITTENDEN HOSPITAL ASSOCIATION,Arkansas,West Memphis,200 W Tyler Ave,72301,4223,(870) 735-1500,1045,2012,"1,251,050.16"
1952308215,41323,CROSSETT HEALTH FOUNDATION,Arkansas,Crossett,1015 Unity Road,71635,4546,(870) 364-4111,,2011,"1,076,459.15"
1952308215,41323,CROSSETT HEALTH FOUNDATION,Arkansas,Crossett,1015 Unity Road,71635,4546,(870) 364-4111,,2012,"249,168.48"
1295767689,41326,Delta Memorial Hospital,Arkansas,Dumas,811 Hwy 65 N,71639,887,(870) 382-8234,,2012,"840,655.70"
1972586238,41314,"DeWitt Hospital & Nursing Home, Inc.",Arkansas,De Witt,1641 S Whitehead Dr,72042,2994,(870) 946-3571,,2012,"692,293.66"
1073516019,40051,DREW MEMORIAL HOSPITAL INC,Arkansas,Monticello,778 SCOGIN DRIVE,71655,7901,(870) 367-2411,539,2011,"1,166,621.44"
1073516019,40051,DREW MEMORIAL HOSPITAL INC,Arkansas,Monticello,778 SCOGIN DRIVE,71655,7901,(870) 367-2411,539,2012,"904,516.47"
1528360989,40047,FIVE RIVERS MEDICAL CENTER INC,Arkansas,Pocahontas,2801 Medical Center Dr,72455,9436,(870) 892-6000,,2013,"1,495,400.00"
1811912009,40019,"FORREST CITY ARKANSAS HOSPITAL COMPANY, LLC",Arkansas,Forrest City,1601 Newcastle Rd,72335,,(870) 261-0188,,2012,"876,314.88"
1902868391,40076,HOT SPRING COUNTY MEDICAL CENTER,Arkansas,Malvern,1001 Schneider Dr,72104,4811,(501) 337-4663,,2013,"1,340,269.21"
1851484695,41311,Howard Memorial Hospital,Arkansas,Nashville,130 Medical Circle,71852,,(870) 845-4400,,2012,"382,500.88"
1710931985,40071,Jefferson Hospital Assn Inc,Arkansas,Pine Bluff,1600 W. 40th Avenue,71603,6301,(870) 541-7100,7270,2011,"2,438,066.32"
1710931985,40071,Jefferson Hospital Assn Inc,Arkansas,Pine Bluff,1600 W. 40th Avenue,71603,6301,(870) 541-7100,7270,2012,"1,697,490.36"
1902842255,40011,"JOHN ED CHAMBERS MEMORIAL HOSPITAL, INC.",Arkansas,Danville,719 Detroit Street,72833,639,(479) 495-2241,,2011,"1,319,713.78"
1902842255,40011,"JOHN ED CHAMBERS MEMORIAL HOSPITAL, INC.",Arkansas,Danville,719 Detroit Street,72833,639,(479) 495-6310,,2012,"1,095,021.72"
