PROVIDER NPI,PROVIDER CCN,PROVIDER - ORG NAME,PROVIDER STATE,PROVIDER CITY,PROVIDER  ADDRESS,PROVIDER ZIP 5 CD,PROVIDER ZIP 4 CD,PROVIDER PHONE NUM,PROVIDER PHONE EXT,PROGRAM YEAR 2011,PROGRAM YEAR 2012,geo.provider,geo.updated_at,geo.data.types.0,geo.data.geometry.location.lat,geo.data.geometry.location.lng,geo.data.formatted_address
1992755292,10062,"GENEVA COUNTY HEALTHCARE AUTHORITY","Alabama","Geneva","1200 W Maple Ave",36340,1694,3346843655,5111,,,"DSTK",2013-08-29T21:13:00Z,"locality",31.0327778,-85.86388890000001,
1588779920,10051,"GREENE COUNTY HOSPITAL & NURSING HOME","Alabama","EUTAW","509 WILSON AVE",35462,1064,2053723388,"",,,"DSTK",2013-08-29T21:13:00Z,"locality",32.8405556,-87.8875,
1588779920,10051,"GREENE COUNTY HOSPITAL & NURSING HOME","Alabama","EUTAW","509 WILSON AVE",35462,1064,2053723388,"",,,"DSTK",2013-08-29T21:13:00Z,"locality",32.8405556,-87.8875,
1780655332,10150,"Greenville Hospital Corporation","Alabama","Greenville","29 L V Stabler Dr",36037,3850,3343822671,"",,,"DSTK",2013-08-29T21:13:00Z,"locality",31.8294444,-86.6177778,
1447303227,10100,"Gulf Health Hospitals, Inc.","Alabama","Fairhope","750 Morphy Ave",36532,1812,2519901505,"",,,"DSTK",2013-08-29T21:13:00Z,"locality",30.5227778,-87.9033333,
1225068935,10095,"Hale County Hospital","Alabama","Greensboro","508 Green St",36744,2316,3346243024,247,,,"DSTK",2013-08-29T21:13:00Z,"locality",32.7044444,-87.5958333,
1225068935,10095,"Hale County Hospital","Alabama","Greensboro","508 Green St",36744,2316,3346243024,247,,,"DSTK",2013-08-29T21:13:00Z,"locality",32.7044444,-87.5958333,
1982662557,10079,"Health Care Authority of Athens and Limestone County","Alabama","Athens","700 W Market St",35611,2457,2562339292,"",,,"DSTK",2013-08-29T21:13:01Z,"locality",34.8027778,-86.9716667,
1982662557,10079,"Health Care Authority of Athens and Limestone County","Alabama","Athens","700 W Market St",35611,2457,2562339292,"",,,"DSTK",2013-08-29T21:13:01Z,"locality",34.8027778,-86.9716667,
1891801718,10138,"Hill Hospital of York","Alabama","York","751 Derby Dr",36925,2121,2053925263,"",,,"DSTK",2013-08-29T21:13:01Z,"locality",32.4861111,-88.2963889,
1851323836,10045,"HOSPICE OF FAYETTE MEDICAL CENTER","Alabama","Fayette","1653 Temple Ave N",35555,"",2059325966,"",,,"DSTK",2013-08-29T21:13:01Z,"locality",33.6844444,-87.83083329999999,
1164403861,10001,"Houston County Healthcare Authority","Alabama","Dothan","1108 Ross Clark Cir",36301,3022,3347938111,8701,,,"DSTK",2013-08-29T21:13:01Z,"locality",31.2230556,-85.3905556,
1598783904,10052,"IVY CREEK OF TALLAPOOSA LLC","Alabama","Dadeville","201 Mariarden Rd",36853,"",2568257821,202,,,"DSTK",2013-08-29T21:13:01Z,"locality",32.8311111,-85.76361110000001,
1477520526,10102,"J. Paul Jones Hospital","Alabama","Camden","317 McWilliams Ave",36726,1610,3346824131,"",,,"DSTK",2013-08-29T21:13:01Z,"administrative_area_level_1",-31.55,-68.55,
1477520526,10102,"J. Paul Jones Hospital","Alabama","Camden","317 McWilliams Ave",36726,1610,3346824131,"",,,"DSTK",2013-08-29T21:13:01Z,"administrative_area_level_1",-31.55,-68.55,
1659473916,10061,"Jackson County Healthcare Authority","Alabama","Scottsboro","380 Woods Cove Rd",35768,"",2562594444,3805,,,"DSTK",2013-08-29T21:13:01Z,"locality",34.6722222,-86.0341667,
1043262488,10024,"Jackson Hospital and Clinic, Inc.","Alabama","Montgomery","1725 Pine St",36106,1109,3342938000,"",,,"DSTK",2013-08-29T21:13:01Z,"locality",32.3666667,-86.3,
1952427874,10128,"JACKSON MEDICAL CENTER, LLC","Alabama","Jackson","220 Hospital Dr",36545,2459,2512469021,1105,,,"DSTK",2013-08-29T21:13:01Z,"locality",31.5088889,-87.8944444,
1467469502,10137,"Jefferson County Commission","Alabama","Birmingham","Cooper Green Mercy Hospital, 1515 6th Avenue South",35233,1601,2059303600,"",,,"DSTK",2013-08-29T21:13:01Z,"locality",33.5205556,-86.80249999999999,
1275600967,10125,"Lakeland Community Hospital LLC","Alabama","Haleyville","42024 Highway 195",35565,7054,2054865213,"",,,"DSTK",2013-08-29T21:13:02Z,"locality",34.2263889,-87.6213889,
1932160082,10044,"Marion Regional Medical Center, Inc.","Alabama","Hamilton","1256 Military St S",35570,5003,6623773978,"",,,"DSTK",2013-08-29T21:13:02Z,"locality",34.1422222,-87.9886111,
1508934217,10010,"Marshall Medical Center North","Alabama","Guntersville","8000 Al Highway 69",35976,7140,2565708000,"",,,"DSTK",2013-08-29T21:13:02Z,"postal_code",29.76697042567,-95.50116638985079,
1306914882,10005,"Marshall Medical Center South","Alabama","Boaz","2505 US HWY 431 N",35957,758,2565938310,"",,,"DSTK",2013-08-29T21:13:02Z,"locality",34.2005556,-86.1663889,
1013937705,10007,"Mizell Memorial Hospital, Inc.","Alabama","Opp","702 N Main Street, P O Box 1010",36467,1010,3344933541,"",,,"DSTK",2013-08-29T21:13:02Z,"postal_code",42.1220286333333,-72.20133421,
1558364802,10113,"Mobile Infirmary Association","Alabama","Mobile","3 Mobile Infirmary Cir",36607,3520,2514354700,"",,,"DSTK",2013-08-29T21:13:02Z,"locality",30.6941667,-88.0430556,
1750480406,10008,"Professional Resources Management of Crenshaw LLC","Alabama","Luverne","101 Hospital Cir",36049,7329,3343860343,714,,,"DSTK",2013-08-29T21:13:03Z,"locality",31.7163889,-86.2638889,
1750480406,10008,"Professional Resources Management of Crenshaw LLC","Alabama","Luverne","101 Hospital Cir",36049,7329,3343860353,"",,,"DSTK",2013-08-29T21:13:03Z,"locality",31.7163889,-86.2638889,
1992812382,10110,"Professional Resources Management, Inc.","Alabama","Union Springs","102 Conecuh Ave W",36089,1303,3343860343,714,,,"DSTK",2013-08-29T21:13:03Z,"locality",32.1441667,-85.715,
1992812382,10110,"Professional Resources Management, Inc.","Alabama","Union Springs","102 Conecuh Ave W",36089,1303,3343860343,714,,,"DSTK",2013-08-29T21:13:03Z,"locality",32.1441667,-85.715,
1720039712,10049,"QHG of Enterprise Inc","Alabama","Enterprise","400 N Edwards St",36330,2510,3343470584,"",,,"DSTK",2013-08-29T21:13:03Z,"locality",31.315,-85.8552778,
1265483267,10146,"QHG of Jacksonville Inc","Alabama","Jacksonville","1701 Pelham Rd S",36265,3353,2564354970,"",,,"DSTK",2013-08-29T21:13:03Z,"locality",33.8136111,-85.7613889,
1477874337,10006,"RCHP-Florence, LLC","Alabama","Florence","205 Marengo St",35630,6033,2567689191,"",,,"DSTK",2013-08-29T21:13:03Z,"locality",34.7997222,-87.6772222,
1699096552,10157,"RCHP-Florence, LLC","Alabama","Muscle Shoals","201 W. Avalon Av.",35661,"",2563861600,"",,,"DSTK",2013-08-29T21:13:03Z,"locality",34.7447222,-87.6675,
1730134123,10046,"Riverview Regional Medical Center LLC","Alabama","Gadsden","600 S 3rd St",35901,5304,2565435200,"",,,"DSTK",2013-08-29T21:13:03Z,"locality",34.0141667,-86.0066667,
1023050101,10168,"Russell County Community Hospital LLC","Alabama","Phenix City","4401 River Chase Dr",36867,7483,3347323000,"",,,"DSTK",2013-08-29T21:13:03Z,"locality",32.4708333,-85.0008333,
1811913460,10065,"Russell Hospital","Alabama","Alexander City","3316 Highway 280",35010,3369,2563297109,"",,,"DSTK",2013-08-29T21:13:04Z,"locality",32.9438889,-85.9538889,
1316015241,10158,"Russellville Hospital LLC","Alabama","Russellville","15155 Highway 43",35653,1975,2563321611,"",,,"DSTK",2013-08-29T21:13:04Z,"locality",34.5077778,-87.72861109999999,
1215955729,10069,"Southeast Alabama Regional Healthcare Authority","Alabama","Eufaula","820 W Washington St",36027,1855,3346887000,"",,,"DSTK",2013-08-29T21:13:04Z,"locality",31.8911111,-85.14555559999999,
1003814971,10144,"Springhill Hospitals, Inc","Alabama","Mobile","3719 Dauphin St",36608,1753,2513449630,"",,,"DSTK",2013-08-29T21:13:04Z,"locality",30.6941667,-88.0430556,
1003814971,10144,"Springhill Hospitals, Inc","Alabama","Mobile","3719 Dauphin St",36608,1753,2513449630,"",,,"DSTK",2013-08-29T21:13:04Z,"locality",30.6941667,-88.0430556,
1447353941,10050,"St. Vincent's Blount","Alabama","Oneonta","150 Gilbreath Dr",35121,2827,2058383343,"",,,"DSTK",2013-08-29T21:13:05Z,"administrative_area_level_1",51.483,11.972,
1841308020,10011,"St. Vincent's East","Alabama","Birmingham","50 Medical Park East Drive",35235,3401,2058383343,"",,,"DSTK",2013-08-29T21:13:05Z,"administrative_area_level_1",51.483,11.972,
1841298999,10056,"St. Vincent's Hospital","Alabama","Birmingham","810 St Vincent's Dr",35205,1601,2058383343,"",,,"DSTK",2013-08-29T21:13:05Z,"administrative_area_level_1",51.483,11.972,
1992809305,10130,"St. Vincent's St. Clair, LLC","Alabama","Pell City","2805 Dr John Haynes Dr",35125,1448,2058383343,"",,,"DSTK",2013-08-29T21:13:05Z,"administrative_area_level_1",51.483,11.972,
1972527265,10164,"Sylacauga Health Care Authority Inc","Alabama","Sylacauga","315 W Hickory St",35150,2913,2564014000,"",,,"DSTK",2013-08-29T21:13:05Z,"locality",33.1730556,-86.2516667,
1972527265,10164,"Sylacauga Health Care Authority Inc","Alabama","Sylacauga","315 W Hickory St",35150,2913,2564014000,"",,,"DSTK",2013-08-29T21:13:05Z,"locality",33.1730556,-86.2516667,
1255376828,10058,"THE BIBB COUNTY HEALTHCARE AUTHORITY","Alabama","Centreville","208 Pierson Ave",35042,2918,2059264881,"",,,"DSTK",2013-08-29T21:13:05Z,"locality",32.9444444,-87.13861110000001,
1255376828,10058,"THE BIBB COUNTY HEALTHCARE AUTHORITY","Alabama","Centreville","208 Pierson Ave",35042,2918,2059264881,"",,,"DSTK",2013-08-29T21:13:05Z,"locality",32.9444444,-87.13861110000001,
1154386431,10029,"The East Alabama Healthcare Authority","Alabama","Opelika","2000 Pepperell Pkwy",36801,5452,3345281275,"",,,"DSTK",2013-08-29T21:13:05Z,"locality",32.6452778,-85.37833329999999,
1154386431,10029,"The East Alabama Healthcare Authority","Alabama","Opelika","2000 Pepperell Pkwy",36801,5452,3345281275,"",,,"DSTK",2013-08-29T21:13:05Z,"locality",32.6452778,-85.37833329999999,
1104917780,10149,"The Health Care Authority for Baptist Health, an affiliate of UABHS","Alabama","Montgomery","2105 E South Blvd",36116,2409,3342862987,"",,,"DSTK",2013-08-29T21:13:05Z,"locality",32.3666667,-86.3,
1700977105,10023,"The Health Care Authority for Baptist Health, an affiliate of UABHS","Alabama","Montgomery","2105 E South Blvd",36116,2409,3342862987,"",,,"DSTK",2013-08-29T21:13:06Z,"locality",32.3666667,-86.3,
1942391230,10108,"The Health Care Authority for Baptist Health, an affiliate of UABHS","Alabama","Montgomery","2105 E South Blvd",36116,2409,3342862987,"",,,"DSTK",2013-08-29T21:13:06Z,"locality",32.3666667,-86.3,
1447221056,10039,"THE HEALTH CARE AUTHORITY OF THE CITY OF HUNTSVILLE","Alabama","Huntsville","101 Sivley Rd SW",35801,4421,2562651000,"",,,"DSTK",2013-08-29T21:13:06Z,"locality",34.7302778,-86.5861111,
1306885728,10032,"THE HEALTH CARE AUTHORITY OF THE TOWN OF WEDOWEE","Alabama","Wedowee","209 Main St S",36278,5139,2563572111,"",,,"DSTK",2013-08-29T21:13:06Z,"locality",33.3088889,-85.48472219999999,
1154435824,10033,"The University of Alabama at Birmingham","Alabama","Birmingham","619 19th Street South, JT 356",35249,6805,2059346249,"",,,"DSTK",2013-08-29T21:13:06Z,"postal_code",34.562607,-87.417062,
1588690085,10112,"TOMBIGBEE HEALTHCARE AUTHORITY","Alabama","Demopolis","105 US Highway 80 E",36732,3605,3342894000,"",,,"DSTK",2013-08-29T21:13:06Z,"locality",32.5175,-87.8363889,
1770814626,10126,"Troy Hospital Health Care","Alabama","Troy","1330 Highway 231 S",36081,3058,3346705440,"",,,"DSTK",2013-08-29T21:13:06Z,"locality",31.8086111,-85.97,
1235214768,10066,"UNITED FLORALA INC.","Alabama","Florala","24273 FIFITH AVE",36442,189,3348583287,"",,,"DSTK",2013-08-29T21:13:06Z,"locality",31.005,-86.3280556,
1063468072,10087,"UNIVERSITY OF SOUTH ALABAMA","Alabama","Mobile","2451 Fillingim St",36617,2238,2514717110,"",,,"DSTK",2013-08-29T21:13:06Z,"locality",30.6941667,-88.0430556,
1871655993,10118,"VAUGHAN REGIONAL MEDICAL CENTER LLC","Alabama","Selma","1015 Medical Center Pkwy",36701,6748,3344184100,"",,,"DSTK",2013-08-29T21:13:07Z,"locality",32.4072222,-87.0211111,
1487699203,11300,"Washington County Hospital Association, Inc","Alabama","Chatom","14600 St Stephens Ave",36518,"",2518472223,281,,,"DSTK",2013-08-29T21:13:07Z,"administrative_area_level_1",47.3917,-121.5708,
1093924458,20026,"ALASKA NATIVE TRIBAL HEALTH CONSORTIUM","Alaska","Anchorage","4315 Diplomacy Dr",99508,5926,9077291941,"",,,"DSTK",2013-08-29T21:13:07Z,"administrative_area_level_1",61.385,-152.2683,
1952348047,20017,"Galen Hospital Alaska, Inc.","Alaska","Anchorage","2801 Debarr Rd",99508,2932,9072761131,"",,,"DSTK",2013-08-29T21:13:07Z,"locality",61.2180556,-149.9002778,
1952348047,20017,"Galen Hospital Alaska, Inc.","Alaska","Anchorage","2801 Debarr Rd",99508,2932,9072761131,"",,,"DSTK",2013-08-29T21:13:07Z,"locality",61.2180556,-149.9002778,
1417975061,20006,"Mat-Su Valley Medical Center LLC","Alaska","Palmer","2500 S Woodworth Loop",99645,8984,9078616000,"",,,"DSTK",2013-08-29T21:13:07Z,"locality",61.5997222,-149.1127778,
1053363119,20001,"PROVIDENCE HEALTH & SERVICES - WASHINGTON","Alaska","Anchorage","3200 Providence Dr",99508,4661,9075656522,"",,,"DSTK",2013-08-29T21:13:07Z,"locality",61.2180556,-149.9002778,
1669639639,30126,"Apache Junction Hospital, LLC","Arizona","Mesa","515 N Mesa Drive",85201,5914,4808983333,"",,,"DSTK",2013-08-29T21:13:07Z,"locality",33.4222222,-111.8219444,
1194758284,30088,"Banner Baywood Medical Center","Arizona","Mesa","6644 E Baywood Ave",85206,1747,4803212000,"",,,"DSTK",2013-08-29T21:13:07Z,"locality",33.4222222,-111.8219444,
1952560914,30061,"Banner Boswell Medical Center","Arizona","Sun City","10601 W Santa Fe Dr",85351,3036,6239777211,"",,,"DSTK",2013-08-29T21:13:07Z,"locality",33.5975,-112.2711111,
1588823553,30093,"Banner Del E Webb Medical Center","Arizona","Sun City West","14502 W Meeker Blvd",85375,5282,6232144000,"",,,"DSTK",2013-08-29T21:13:08Z,"locality",33.6619444,-112.3405556,
1720011810,30065,"Banner Desert Medical Center","Arizona","Mesa","1400 S Dobson Rd",85202,4707,4804123000,"",,,"DSTK",2013-08-29T21:13:08Z,"locality",33.4222222,-111.8219444,
1275566200,30115,"Banner Estrella Medical Center","Arizona","Phoenix","9201 W Thomas Rd",85037,3332,6233274000,"",,,"DSTK",2013-08-29T21:13:08Z,"locality",33.4483333,-112.0733333,
1699884858,30122,"Banner Gateway Medical Center","Arizona","Gilbert","1900 N Higley Rd",85234,1604,4804612745,"",,,"DSTK",2013-08-29T21:13:08Z,"locality",33.3527778,-111.7883333,
1841224870,30002,"Banner Good Samaritan Medical Center","Arizona","Phoenix","1111 E McDowell Rd",85006,2612,6028392000,"",,,"DSTK",2013-08-29T21:13:08Z,"locality",33.4483333,-112.0733333,
1215961248,30105,"Banner Heart Hospital","Arizona","Mesa","6750 E Baywood Ave",85206,1749,4808545000,"",,,"DSTK",2013-08-29T21:13:08Z,"locality",33.4222222,-111.8219444,
1124341672,30130,"Banner Ironwood Medical Center","Arizona","San Tan Valley","37000 N Gantzel Rd, Banner Ironwood Medical Center",85140,7303,4803947004,"",,,"DSTK",2013-08-29T21:13:08Z,"administrative_area_level_1",33.7712,-111.3877,
1154355188,30089,"Banner Thunderbird Medical Center","Arizona","Glendale","5555 W Thunderbird Rd",85306,4622,6028655555,"",,,"DSTK",2013-08-29T21:13:08Z,"locality",33.5386111,-112.1852778,
1518968767,31312,"Bisbee Hospital Association","Arizona","Bisbee","101 Cole Ave",85603,1327,5204326450,"",,,"DSTK",2013-08-29T21:13:08Z,"locality",31.4480556,-109.9277778,
1518968767,31312,"Bisbee Hospital Association","Arizona","Bisbee","101 Cole Ave",85603,1327,5204326450,"",,,"DSTK",2013-08-29T21:13:08Z,"locality",31.4480556,-109.9277778,
1467537506,30010,"Carondelet Health Network","Arizona","Tucson","1601 W St. Mary's Road",85745,2623,5208723000,"",,,"DSTK",2013-08-29T21:13:09Z,"locality",32.2216667,-110.9258333,
1790860856,30011,"Carondelet Health Network","Arizona","Tucson","350 North Wilmot Road",85711,"",5208733000,"",,,"DSTK",2013-08-29T21:13:09Z,"locality",32.2216667,-110.9258333,
1770563017,30100,"Carondelet Heart & Vascular Institute","Arizona","Tucson","4888 N Stone Ave",85704,5749,5206962302,"",,,"DSTK",2013-08-29T21:13:09Z,"locality",32.2216667,-110.9258333,
1437107208,30016,"Casa Grande Community Hospital","Arizona","Casa Grande","1800 E Florence Blvd",85222,5303,5203816921,"",,,"DSTK",2013-08-29T21:13:09Z,"locality",32.8794444,-111.7566667,
1841282852,31300,"COMMUNITY HOSPITAL ASSOCIATION","Arizona","Wickenburg","520 Rose Ln",85390,1447,9286845421,3010,,,"DSTK",2013-08-29T21:13:09Z,"locality",33.9686111,-112.7288889,
1427335140,30113,"DHHS IHS PHOENIX AREA","Arizona","Whiteriver","200 West Hospital Drive",85941,860,9283384911,"",,,"DSTK",2013-08-29T21:13:09Z,"locality",33.8369444,-109.9636111,
1487652426,30074,"DHHS PHS IHS TUCSON AREA IHS TUCSON SELLS INDIAN HOSPITAL","Arizona","SELLS","HIGHWAY 86 AND TOPAWA ROAD",85634,"",5203837251,"",,,"DSTK",2013-08-29T21:13:09Z,"locality",31.9119444,-111.8805556,
1508800129,30084,"DHHS PHS NAIHS CHINLE COMPREHENSIVE HEALTH CARE FACILITY","Arizona","Chinle","Off Hwy 191 Hospital Road",86503,"",9286747001,"",,,"DSTK",2013-08-29T21:13:09Z,"locality",36.1544444,-109.5519444,
1780635078,30023,"FLAGSTAFF MEDICAL CENTER","Arizona","Flagstaff","1200 N Beaver St",86001,3118,9287732006,"",,,"DSTK",2013-08-29T21:13:09Z,"locality",35.1980556,-111.6505556,
1932249653,30120,"Gilbert Hospital LLC","Arizona","Gilbert","5656 S Power Rd",85295,8487,6024603143,"",,,"DSTK",2013-08-29T21:13:09Z,"locality",33.3527778,-111.7883333,
1780761866,30069,"Havasu Regional Medical Center LLC","Arizona","Lake Havasu City","101 Civic Center Ln",86403,5607,9288558185,"",,,"DSTK",2013-08-29T21:13:09Z,"locality",34.4838889,-114.3216667,
1750454344,31313,"Holy Cross Hospital Inc","Arizona","Nogales","1171 W Target Range Road",85621,2465,5202853000,3000,,,"DSTK",2013-08-29T21:13:09Z,"locality",31.3402778,-110.9336111,
1093791170,30110,"HOSPITAL DEVELOPMENT OF WEST PHOENIX INC","Arizona","Goodyear","13677 W McDowell Rd",85338,2618,6238821505,"",,,"DSTK",2013-08-29T21:13:10Z,"locality",33.4352778,-112.3575,
1629028295,30067,"La Paz Regional Hospital,Inc","Arizona","Parker","1200 W Mohave Rd",85344,6349,9286697400,"",,,"DSTK",2013-08-29T21:13:10Z,"locality",34.15,-114.2883333,
1073576740,30022,"Maricopa County Special Health Care District","Arizona","Phoenix","2601 E Roosevelt St",85008,4973,6023448469,"",,,"DSTK",2013-08-29T21:13:10Z,"locality",33.4483333,-112.0733333,
1154392231,30103,"Mayo Clinic Arizona","Arizona","Phoenix","5777 E Mayo Blvd",85054,4502,4803422000,"",,,"DSTK",2013-08-29T21:13:10Z,"locality",33.4483333,-112.0733333,
1235212721,30121,"Mountain Vista Medical Center LP","Arizona","Mesa","1301 S Crismon Rd",85209,3767,4803586100,"",,,"DSTK",2013-08-29T21:13:10Z,"locality",33.4222222,-111.8219444,
1013060367,31302,"Northern Cochise Community Hospital Inc","Arizona","Willcox","901 W Rex Allen Dr",85643,1009,5203843541,290,,,"DSTK",2013-08-29T21:13:10Z,"locality",32.2527778,-109.8313889,
1578515789,31304,"Page Hospital","Arizona","Page","501 North Navajo",86040,"",9286450131,"",,,"DSTK",2013-08-29T21:13:10Z,"locality",35.1241667,-109.5375,
1811086994,30117,"PHC-Fort Mohave Inc","Arizona","Fort Mohave","5330 S Highway 95",86426,9225,9287882273,"",,,"DSTK",2013-08-29T21:13:10Z,"administrative_area_level_1",33.7712,-111.3877,
1194766543,30043,"Sierra Vista Regional Health Center Inc","Arizona","Sierra Vista","300 El Camino Real",85635,2812,5204173001,"",,,"DSTK",2013-08-29T21:13:11Z,"locality",31.5544444,-110.3030556,
1427009026,30037,"St Lukes Medical Center LP","Arizona","Phoenix","1800 E Van Buren St",85006,3742,6022518642,"",,,"DSTK",2013-08-29T21:13:11Z,"administrative_area_level_1",51.483,11.972,
1477876639,30071,"The Fort Defiance Indian Hospital Board, Incorporation","Arizona","Fort Defiance","Corner of Route N12 & N7, P.O. Box 649",86504,649,9287298014,"",,,"DSTK",2013-08-29T21:13:11Z,"locality",35.7444444,-109.0758333,
1174512792,30006,"Tucson Medical Center","Arizona","Tucson","5301 E Grant Rd",85712,2805,5203242535,"",,,"DSTK",2013-08-29T21:13:11Z,"locality",32.2216667,-110.9258333,
1346291648,30007,"VERDE VALLEY MEDICAL CENTER","Arizona","Cottonwood","269 S Candy Ln",86326,4158,9287732006,"",,,"DSTK",2013-08-29T21:13:11Z,"locality",29.1916667,-98.2752778,
1992789200,30001,"VHS ACQUISITION CORPORATION","Arizona","Phoenix","5102 W Campbell Ave",85031,1703,6238485107,"",,,"DSTK",2013-08-29T21:13:11Z,"locality",33.4483333,-112.0733333,
1326022732,30083,"VHS ACQUISITION SUBSIDIARY NUMBER 1 INC","Arizona","Phoenix","3929 E Bell Rd",85032,2112,6029235609,"",,,"DSTK",2013-08-29T21:13:11Z,"locality",33.4483333,-112.0733333,
1326022765,30094,"VHS OF ARROWHEAD INC","Arizona","Glendale","18701 N 67th Ave",85308,7100,6235617102,"",,,"DSTK",2013-08-29T21:13:11Z,"locality",33.5386111,-112.1852778,
1699766592,31315,"White Mountain Communities Hospital","Arizona","Springerville","118 S Mountain Ave",85938,5104,9283334368,"",,,"DSTK",2013-08-29T21:13:11Z,"locality",34.1333333,-109.2852778,
